text	label_x	label_y	_merge
How do I get a new card as your machine swallowed mine!	card_swallowed		left_only
Can I have a second card issued to another family member?	getting_spare_card		left_only
Is it possible to order a virtual card?	getting_virtual_card		left_only
I'm looking for the option to top up by cheque.	top_up_by_cash_or_cheque		left_only
Why is my card not working?	card_not_working		left_only
I'm in the EU. Can I get one of your cards?	country_support		left_only
Why would I get a decline message in a transfer?	declined_transfer		left_only
My card payment says pending and it hasn't changed	pending_card_payment		left_only
I need to make my card PIN a different number	change_pin		left_only
Why did my transfer not work?	failed_transfer		left_only
I usually don't get charged for transfers, why was I this month?	transfer_fee_charged		left_only
I notice that I have a card payment that's been cancelled.	reverted_card_payment?		left_only
Do I need to select a preference to receive my salary payments in GBP and, if so, where?	receiving_money		left_only
I forgot what my pin number is and now am blocked can you help me get in?	pin_blocked		left_only
Can I unblock my PIN in the app?	pin_blocked		left_only
What do I do if I can't get my card out of the ATM?	card_swallowed		left_only
What should I do to verify my identity?	verify_my_identity		left_only
I do not know my passcode.	passcode_forgotten		left_only
My transfer to an account failed.	beneficiary_not_allowed		left_only
I cannot find my credit card.	lost_or_stolen_card		left_only
Help me order my card.	order_physical_card		left_only
Hello, my transfers are getting failed continuously, in spite of the fact that all the recipient details are correct. Please advise.	declined_transfer		left_only
How do I contact customer support about a transfer?	declined_transfer		left_only
When will the transaction go through?	pending_card_payment		left_only
Why isn't my deposit in my account?	balance_not_updated_after_cheque_or_cash_deposit		left_only
My salary is in GBP, is this something I need to configure?	receiving_money		left_only
I recently bought something in foreign currency and I am unsure of the exchange rate. Is this rate applied correctly?	card_payment_wrong_exchange_rate		left_only
I recently bought an item using my card and I was charged an extra fee why is this?	card_payment_fee_charged		left_only
I'm trying to transfer money into my account.	transfer_into_account		left_only
I'm not sure where this charge came from.	card_payment_not_recognised		left_only
what do I need to do if the ATM kept my card?	card_swallowed		left_only
Why has my payment not transferred?	failed_transfer		left_only
Can I make transfers before my identity verification?	why_verify_identity		left_only
I'm trying to verify my top-up card, but I can't find the code...?	verify_top_up		left_only
How long will a transfer from China take? I need to transfer something from there.	transfer_timing		left_only
My card stopped working when I use it	card_not_working		left_only
I need to know what is going on. I'm attempting to purchase a flat and need the money to pay on my initial mortgage payment. I'm only getting an error. Can you find out what's going on and help in making the transfer?	failed_transfer		left_only
What is the top-up limit?	top_up_limits		left_only
Can I have more than 2 disposable cards?	disposable_card_limits		left_only
I need to know the process to transfer money into my account.	transfer_into_account		left_only
How do I get my card out of the ATM?	card_swallowed		left_only
What's going on with the top-up? All it says is pending, pending, pending! I use your service several times a week and have never had a problem before! What's going on here?	pending_top_up		left_only
Can my card be used everywhere?	card_acceptance		left_only
I got a new address and need to change my old one.	edit_personal_details		left_only
Are there topping up fees if I have to transfer?	top_up_by_bank_transfer_charge		left_only
I don't know my password	passcode_forgotten		left_only
I entered the wrong pin too many times and now I think it's blocked. What do I do?	pin_blocked		left_only
How can I get my card back out?	card_swallowed		left_only
What is the max amount of disposable cards I'm allowed.	disposable_card_limits		left_only
i need help finding the auto top up option.	automatic_top_up		left_only
I have a problem!  The ATM stole my card!	card_swallowed		left_only
Looks like my top up failed.	top_up_failed		left_only
Why is there a $1 charge on my statement?	extra_charge_on_statement		left_only
Please tell me which fiat currencies you support.	fiat_currency_support		left_only
I was double charged at a restaurant can you take the second charge off?	transaction_charged_twice		left_only
What areas are cards delivered to?	order_physical_card		left_only
Why did I have to pay a fee when I got cash?	cash_withdrawal_charge		left_only
How many miles away is the ATM?	atm_support		left_only
Why has my transfer failed?	failed_transfer		left_only
When will my transfer finish pending?	pending_transfer		left_only
In the past month I often used this account to manage payments for my new holiday villa. Now all of a sudden your fees have increased exorbitantly! Don't you have a rewards programme for frequent users?	transfer_fee_charged		left_only
How often can I top up my account?	top_up_limits		left_only
Why do I see an extra €1 charge on my statement?	extra_charge_on_statement		left_only
Hi, I am disappointed to see such a bad exchange rate and hope you can assist me. Would you be able to confirm the official interbank exchange rate for me?	card_payment_wrong_exchange_rate		left_only
Why do I have to verify the top-up that I started?	verify_top_up		left_only
Why cant I transfer to my account?	beneficiary_not_allowed		left_only
I was charged a fee when I transferred my funds, why?	transfer_fee_charged		left_only
Card payment is still pending, why is that the case?	pending_card_payment		left_only
I am still awaiting the money I put into my account this morning.	balance_not_updated_after_cheque_or_cash_deposit		left_only
Why isn't my balance updating after depositing cheques and cash.	balance_not_updated_after_cheque_or_cash_deposit		left_only
Can I top-up via Apple Pay?	apple_pay_or_google_pay		left_only
I don't think I made this charge on my debit statement.	direct_debit_payment_not_recognised		left_only
What can I do if my passcode won't work?	passcode_forgotten		left_only
Can I only top-up digitally? Or could I use cash?	top_up_by_cash_or_cheque		left_only
I no longer want this can i cancel my purchase?	request_refund		left_only
The amount of money I pushed at the atm machine did not come out of the machine.	wrong_amount_of_cash_received		left_only
I need to update my info.	edit_personal_details		left_only
why does my statement contain an extra fee?	extra_charge_on_statement		left_only
How can I move money from my account at a different bank to the account I have at this bank.	transfer_into_account		left_only
How long does a transfer take from the point it's sent, to the point it arrives in my account?	transfer_timing		left_only
Why am i being double charged for something?	transaction_charged_twice		left_only
How long does a check take to show up in the account balance?	balance_not_updated_after_cheque_or_cash_deposit		left_only
How to verify top up card?	verify_top_up		left_only
Can I order a new card with the app?	card_about_to_expire		left_only
Why hasn't my return cleared my account?	Refund_not_showing_up		left_only
I want to add money automatically when I travel.	automatic_top_up		left_only
What is the closest ATM?	atm_support		left_only
Why isn't my card working?	card_not_working		left_only
Everytime I try to prove my identity it won't let me.	unable_to_verify_identity		left_only
Is it possible to top up by card?	topping_up_by_card		left_only
I was just giving the wrong amount by the ATM. How do I request cash back at this point? The app is showing the amount that I actually requested even though that's not what I got.	wrong_amount_of_cash_received		left_only
When going to the ATM to take out some cash today my withdrawal was  declined.  I need to fix this problem as soon as possible. whats going on?	declined_cash_withdrawal		left_only
Can I create my own top-up limit?	top_up_limits		left_only
How do I verify my new card?	activate_my_card		left_only
Why could I not get cash?	declined_cash_withdrawal		left_only
Is there a reason I was charged a fee to transfer?	transfer_fee_charged		left_only
It appears that I am being double charged for some items that I have purchased this past week.  Please review and correct.	transaction_charged_twice		left_only
why can't my beneficiary make transactions?	beneficiary_not_allowed		left_only
Are your cards supported in the EU?	country_support		left_only
Hello, I tried to top up with my card, but it didn't work. I just got it a couple days before and it works fine. What's the deal? Can you check into this?	top_up_failed		left_only
What are the fees for top-ups?	top_up_by_bank_transfer_charge		left_only
What do you use disposable cards on?	get_disposable_virtual_card		left_only
My bank card has expired, how can I get a new physical card?	card_about_to_expire		left_only
I'm not sure how to provide my identity.	unable_to_verify_identity		left_only
I tried topping off my account with a card, but the money is not in my account despite the charge going through	topping_up_by_card		left_only
Help!  My card is stolen.	lost_or_stolen_card		left_only
My credit card transaction was declined for a loan payment.  Can you tell me why?	top_up_failed		left_only
Contactless payments need to be enabled for my card.	contactless_not_working		left_only
I paid with card and I think there was a fee applied.	card_payment_fee_charged		left_only
how do i add money with my apple watch	apple_pay_or_google_pay		left_only
If I order a card when does it arrive?	card_delivery_estimate		left_only
can you tell me why my transfer failed?	failed_transfer		left_only
Hi need your help for getting the refund or cancel the payment of an item, i have ordered but still have not received it.	request_refund		left_only
How many disposable cards per person?	disposable_card_limits		left_only
I looked on the app and it says I withdrew cash.  I didn't!	cash_withdrawal_not_recognised		left_only
The app can't verify my information for identity proofing purposes.	unable_to_verify_identity		left_only
How much is it to receive money?	top_up_by_bank_transfer_charge		left_only
What if my top up didn't work?	top_up_failed		left_only
Are there any limits if I use these virtual cards?	disposable_card_limits		left_only
I thought transfers were free. Why was I charged to transfer?	transfer_fee_charged		left_only
Will I get a real card?	order_physical_card		left_only
My wallet isn't showing my top-up, did I do something wrong?	topping_up_by_card		left_only
I am in Austria right now. I need to change my PIN ASAP, so can I still do this from here?	change_pin		left_only
Looks like my card payment was made twice by mistake. I went to pay at the store earlier which rejected once, second time it worked. App is on pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?	transaction_charged_twice		left_only
How do I get selected for a visa card?	visa_or_mastercard		left_only
I attempted to top-up with my card this morning, but the transaction was unsuccessful. I received the card two days ago and was successful using it previously. Could you please help me?	top_up_failed		left_only
How do I get my virtual card?	getting_virtual_card		left_only
Help me please!  My card was stolen!	lost_or_stolen_card		left_only
How do I change my information?	edit_personal_details		left_only
Why did my cash deposit not show up?	balance_not_updated_after_cheque_or_cash_deposit		left_only
I lost my card. Can you help me?	lost_or_stolen_card		left_only
my card was frozen due to putting in the wrong pin too much.  how many tries do i have	declined_cash_withdrawal		left_only
Is there a Mastercard ATM nearby?	atm_support		left_only
What are the rules for a top-up?	top_up_limits		left_only
I did not set up a direct debit I have	direct_debit_payment_not_recognised		left_only
My card was taken by the ATM.	card_swallowed		left_only
Why have I been charged twice?	transaction_charged_twice		left_only
What should I do with my atm that got stuck?	card_swallowed		left_only
Why do you need to check my identity?	why_verify_identity		left_only
I need to order a new virtual card, how do I do that?	getting_virtual_card		left_only
I want to return an item for a refund can I do that?	request_refund		left_only
I would like to report an issue with my product and want to get it refunded	request_refund		left_only
I've now been trying to do a really standard transfer 5 times already. What's going on, is your system broken or something?!	failed_transfer		left_only
I made a purchase this morning, and it is showing as pending.	pending_card_payment		left_only
My card is expiring soon, How do I order a new card?	card_about_to_expire		left_only
I don't know where this debit transaction on my statement came from.	direct_debit_payment_not_recognised		left_only
I'd like to order another card	getting_spare_card		left_only
What are all the fiat currencies that are supported for both exchange and holding?	fiat_currency_support		left_only
My top-up was rejected	top_up_failed		left_only
Where would I order a virtual card?	getting_virtual_card		left_only
I got cash and was charged a fee that shouldn't be there!	cash_withdrawal_charge		left_only
Is it possible to use my apple watch for topping up?	apple_pay_or_google_pay		left_only
I was charged a fee when buying stuff with my card.	card_payment_fee_charged		left_only
I see a direct debit transaction in my app that I didn't make.	direct_debit_payment_not_recognised		left_only
How do I get this damn virtual card to work?	virtual_card_not_working		left_only
Change of location, need to change details	edit_personal_details		left_only
How can I change my name in my profile?	edit_personal_details		left_only
Can my password be reset if I do not have it?	passcode_forgotten		left_only
I've used my account frequently over the last month to manage my payments from abroad for my new place. I noticed that my fees have suddenly increased. As a frequent customer, shouldn't I be rewarded rather than suddenly being subject to a new fee?	transfer_fee_charged		left_only
What fiat money can I used in the exchange and holding?	fiat_currency_support		left_only
i withdraw cash from the ATM and was charged a fee	cash_withdrawal_charge		left_only
Can I get the Mastercard?	visa_or_mastercard		left_only
What places accept my card?	card_acceptance		left_only
Why is my transfer more expensive than I thought?	transfer_fee_charged		left_only
Hello, Just now i got to know withdrawal of money from of my account. As someone used my card to withdraw amount in any odd remote area. Since i have not been in that area, please freeze my card immediately.	cash_withdrawal_not_recognised		left_only
I need a refund on an item I have not received.  Am I able to simply cancel the payment?  I don't know how to do this.	request_refund		left_only
My top-up hasn't happened yet.	pending_top_up		left_only
I was wrongfully charged one pound.	extra_charge_on_statement		left_only
Help please!  My rent payment is coming out tomorrow and I made a payment mistake yesterday! Can you put in in the correct account?	cancel_transfer		left_only
Does it cost anything to buy something from another country? Like is there going to be hidden transfer fees or currency conversion fees?	transfer_fee_charged		left_only
Is it possible to change my address?	edit_personal_details		left_only
I ordered my card and it isn't here yet. I need it ASAP. When can I expect to get it?	card_delivery_estimate		left_only
If i'm not in the UK, can I still get a card?	country_support		left_only
What do I do to Top up my card?	topping_up_by_card		left_only
Why did I need to verfiy my identity?	why_verify_identity		left_only
My phone was stolen, what should I do first?	lost_or_stolen_phone		left_only
I see an unauthorized withdraw.	cash_withdrawal_not_recognised		left_only
phone is gone, dont want others to access account information	lost_or_stolen_phone		left_only
I am calling because the ATM didn't give me the right amount of cash, but my app shows the actual amount I wanted to withdraw. What should I do to get my money back?	wrong_amount_of_cash_received		left_only
There is unexpected money in my account.	cash_withdrawal_not_recognised		left_only
Why has my account balance not changed after depositing a cheque?	balance_not_updated_after_cheque_or_cash_deposit		left_only
I need your help to check my account, please! My card keeps being declined at the ATM, and I've already tried two different ones!	declined_cash_withdrawal		left_only
I wanted to transfer money to another account, but now I don't have to so I'd like to cancel said transfer. How can I do that?	cancel_transfer		left_only
Can I change my PIN on my phone?	change_pin		left_only
My top-up failed to go through.	top_up_failed		left_only
The app is showing an ATM withdrawl that I didn't make.	cash_withdrawal_not_recognised		left_only
I can see an extra 1£ charge on my app. Why did you charge me extra?	extra_charge_on_statement		left_only
I attempted to deposit a cheque yesterday but the balance isn't showing today. Is it still pending?	balance_not_updated_after_cheque_or_cash_deposit		left_only
A payment on my statement is wrong.	card_payment_not_recognised		left_only
My top-up didn't go through; it still says pending. What's up with that?	pending_top_up		left_only
I purchased something while traveling, and the exchange rate applied was wrong.	card_payment_wrong_exchange_rate		left_only
I deposited a cheque, why isn't my balance showing that I did?	balance_not_updated_after_cheque_or_cash_deposit		left_only
I don't know what pending transaction means.	pending_card_payment		left_only
I have a cryptocurrency exchange that won't go through. Please help me process it.	beneficiary_not_allowed		left_only
A transaction is showing more than once.	transaction_charged_twice		left_only
My transaction history is looking a little off. I have been charged twice for multiple different purchases, and would like to have those duplicate charges refunded.	transaction_charged_twice		left_only
is there a way to do top up with apple pay	apple_pay_or_google_pay		left_only
Hi, I'm trying to purchase a flat and I'm needing the first payment for the mortgage to go through on the flat I'm trying to buy. For some reason I keep getting an error.can you assist in making this transfer? What is going on?	failed_transfer		left_only
I have been charged an extra fee when buying from your store. Why is this?	card_payment_fee_charged		left_only
Are there charges for receiving a SEPA transfer?	top_up_by_bank_transfer_charge		left_only
I need to cancel my recent transfer immediately, I made a mistake there, please help quickly before it goes through	cancel_transfer		left_only
Need help to get my card to work.	card_not_working		left_only
Can I use a bank transfer to add money to my account?	transfer_into_account		left_only
I made an error in payment yesterday and I need it fixed asap because it's for my rent tomorrow.	cancel_transfer		left_only
Why was I charged an extra fee from the ATM?	cash_withdrawal_charge		left_only
help me with my transfer	failed_transfer		left_only
Tell me how to top up my account using bank transfer.	transfer_into_account		left_only
Why does my statement have these extra charges?	extra_charge_on_statement		left_only
Is it free to send out more cards?	getting_spare_card		left_only
I was charged an extra pound.	extra_charge_on_statement		left_only
What caused my transfer to fail?	failed_transfer		left_only
How many disposable cards per day am I allowed to have?	disposable_card_limits		left_only
Can I do more than 10 transactions with a disposable card?	disposable_card_limits		left_only
Please explain how I use the disposable cards?	get_disposable_virtual_card		left_only
Will I need to order a new card since mine expires next month?	card_about_to_expire		left_only
I think I was wrongly charged in a recent transaction when I used my card.	card_payment_fee_charged		left_only
Is there a reason why my account isn't updating because I used a check to  balance my account?	balance_not_updated_after_cheque_or_cash_deposit		left_only
Can I top-up automatically?	automatic_top_up		left_only
Where are the cards delivered to	order_physical_card		left_only
Can I use my card in Austria?	country_support		left_only
I need my card to be activated right now.	activate_my_card		left_only
Why does my identity need to be verified?	why_verify_identity		left_only
When considering currency holdings and exchanges, what fiat currencies are supported?	fiat_currency_support		left_only
How do I report a cash withdrawal that wasn't me?	cash_withdrawal_not_recognised		left_only
Why was I charged a fee when I paid with card?	card_payment_fee_charged		left_only
How to activate Google Pay for top up?	apple_pay_or_google_pay		left_only
Your system is broken. My transfers keep failing, 5 times now.	failed_transfer		left_only
Am I allowed to hold money in multiple currencies?	fiat_currency_support		left_only
I didn't know I was going to get charged to use my card.	card_payment_fee_charged		left_only
My salary is received in the form of GBP. Do I need to do anything specific to configure this?	receiving_money		left_only
I had everything lined up to make a transfer, and then it rejected it.	declined_transfer		left_only
I tried to use my disposable virtual card to pay a subscription to the gym and it got rejected. Any ideas why?	virtual_card_not_working		left_only
There is a payment showing that I know I didn't make. I didn't use my card that day and I'm sure of it. Can you please cancel that transaction and return my money? Thankyou	direct_debit_payment_not_recognised		left_only
I just replaced my phone but how do I use my card information?	lost_or_stolen_phone		left_only
Can I still use my account without verifying my identity?	why_verify_identity		left_only
What us the fee to transfer money from my bank?	top_up_by_bank_transfer_charge		left_only
Why did I get charged a fee on my card?	card_payment_fee_charged		left_only
Do I get an actual card?	order_physical_card		left_only
I made a purchase a few weeks ago but wasn't happy with it so recently requested a refund from the supplier.  Can you check where the money is?	Refund_not_showing_up		left_only
new customer and filling gas today, it's not working, the thing shows pending half an hour!	pending_top_up		left_only
The transfer to my beneficiary has not gone through	beneficiary_not_allowed		left_only
Why is there more then one charge on my card I only paid for one not twice how can I fix this?	transaction_charged_twice		left_only
The withdrawal was declined I am unsure as to why this happened?	declined_cash_withdrawal		left_only
Why did I have to pay extra because I paid with card?	card_payment_fee_charged		left_only
How can I add money automatically?	automatic_top_up		left_only
Suddenly, my card won't work.	card_not_working		left_only
I am having problems with a top-up.	top_up_failed		left_only
What should I do to get transactions off of my account if I didn't make them?  My card must have been compromised and I need to freeze it asap!	card_payment_not_recognised		left_only
Can I allow other people to top up my account?	topping_up_by_card		left_only
For what reason did my top-up fail?	top_up_failed		left_only
Verify top-up card help?	verify_top_up		left_only
I was unable to make a transfer to another account.	beneficiary_not_allowed		left_only
Why was my ATM withdrawal cancelled?	declined_cash_withdrawal		left_only
I don't know where a direct debit payment came from	direct_debit_payment_not_recognised		left_only
I need to figure out who has access to my card there are some payments I didn't make that are showing on the app.  Could you please help?	card_payment_not_recognised		left_only
Why is my money not in my account. I have already sent it out.	balance_not_updated_after_cheque_or_cash_deposit		left_only
When will my balance reflect a deposit?	balance_not_updated_after_cheque_or_cash_deposit		left_only
Why do you keep declining my transfers?it was always been working really well so far but when I tried to buy something just now the card got declined . I tried couple of times already  but same thing is happening.	declined_transfer		left_only
I got less money than I asked for.	wrong_amount_of_cash_received		left_only
Where do I need to live to get support?	country_support		left_only
I made a payment with my card and it hasn't changed. How long do you think this will take?	pending_card_payment		left_only
Is there a reason my top up hasn't gone through	pending_top_up		left_only
I was making a purchase and it was declined and I wanted to know why.	declined_transfer		left_only
I made a card payment which is showing me pending.	pending_card_payment		left_only
How can I verify if a cash withdrawal was made from my account? I still have my card with me but I did not authorize the withdrawal that just occurred.	cash_withdrawal_not_recognised		left_only
Think someone has took money out with my card. What shall I do?	cash_withdrawal_not_recognised		left_only
I'm trying to use a cheque to top up	top_up_by_cash_or_cheque		left_only
I would like to return my purchases	request_refund		left_only
Why is a money transfer not showing?	pending_transfer		left_only
Why is the identity check involved?	why_verify_identity		left_only
No option to top up with a cheque ?	top_up_by_cash_or_cheque		left_only
Can I add money in intervals to my account?  I will be traveling.	automatic_top_up		left_only
If someone in a different country sends me money, do I have to pay a fee?	exchange_charge		left_only
Am I going to be charged for topping up by transfer?	top_up_by_bank_transfer_charge		left_only
How do I get my card to work?	card_not_working		left_only
I am not recognizing a debit payment from my account.	direct_debit_payment_not_recognised		left_only
Which merchants accept my card?	card_acceptance		left_only
I moved and would like to change my address.	edit_personal_details		left_only
How much will I be charged for a cross-currency exchange?	exchange_charge		left_only
I need a refund?	request_refund		left_only
Please tell me about SWIFT transfers at this bank.	top_up_by_bank_transfer_charge		left_only
I do not wish to verify my identity.	why_verify_identity		left_only
I have a top up card. Where is the verification code?	verify_top_up		left_only
How do I to up by card?	topping_up_by_card		left_only
Are you able to unblock my pin?	pin_blocked		left_only
How do I verify a top-up?	verify_top_up		left_only
Help! I made a transfer in error and need to cancel it before it's complete!	cancel_transfer		left_only
How can I get my card out of the stupid ATM that ate it?	card_swallowed		left_only
I noticed that there was an extra charge fee on my account. Could You explain to me why?	transfer_fee_charged		left_only
I tried activating my plug-in and it didn't piece of work	activate_my_card		left_only
For SEPA transfers, what kind of charge will be applied?	top_up_by_bank_transfer_charge		left_only
Why won't my transfer go through?	failed_transfer		left_only
Need help with my card. It's not working.	card_not_working		left_only
I've been waiting for something that i've ordered for months now and it still hasn't arrived. I genuinely don't know what this company is doing, but put plainly, i've had enough. Please issue a refund immediately, i would not like to waste anymore of my time on these people.	request_refund		left_only
Please help me regarding a direct debit in the app that I don't recognize.	direct_debit_payment_not_recognised		left_only
Why did you charge me extra for withdrawing money?	cash_withdrawal_charge		left_only
I did a payment but the app cancelled it.	reverted_card_payment?		left_only
If I want to exchange currency, will there be extras?	exchange_charge		left_only
My phone was stolen, help!	lost_or_stolen_phone		left_only
I'm not sure where my phone is.  Can someone else use the app?	lost_or_stolen_phone		left_only
I would like to get a Visa card	visa_or_mastercard		left_only
Can I verify a top up?	verify_top_up		left_only
When should I expect to receive my card?	card_delivery_estimate		left_only
I had an unexpected fee	transfer_fee_charged		left_only
I believe my top up is still pending	pending_top_up		left_only
I still haven't seen a refund on my account	Refund_not_showing_up		left_only
My top-up for Google Pay isn't working	apple_pay_or_google_pay		left_only
What is the purpose for the identity check	why_verify_identity		left_only
The transfer is coming up as pending the payment is due today. Will I be charged a fee?	pending_transfer		left_only
I don't want the transaction to go through now	cancel_transfer		left_only
i am express delivering my card to the us, how long will that take	card_delivery_estimate		left_only
Please tell me how I verify my identity.	verify_my_identity		left_only
Why is this not letting me exchange crypto? I need help making this transaction go through.	beneficiary_not_allowed		left_only
Why is there a random payment in my statement?	card_payment_not_recognised		left_only
Is there a reason my transfer would have been declined?	declined_transfer		left_only
Can I have a friend send money directly to me?	receiving_money		left_only
May I choose when it's delivered?	card_delivery_estimate		left_only
Why would I receive an error that my transfer isn't possible when I've done it before?	beneficiary_not_allowed		left_only
It's been more than a week since I had a return charged to my card, why hasn't it showed up?	Refund_not_showing_up		left_only
How do I modify my account details?	edit_personal_details		left_only
Can someone assist me by explaining why my card is not working?	card_not_working		left_only
How much do I have to pay to accept an international transfer?	exchange_charge		left_only
Is my card ready for use or does it need activated and if so how?	activate_my_card		left_only
Are both Visa and Mastercard offered?	visa_or_mastercard		left_only
I think I was charged double for something I bought - how long should I wait before reporting this?	transaction_charged_twice		left_only
Is there any place I cannot use my card?	card_acceptance		left_only
Is there a way to order a virtual card on the website?	getting_virtual_card		left_only
Why is there a charge on my account for taking out cash?	cash_withdrawal_charge		left_only
Do all businesses take this card?	card_acceptance		left_only
Can I have a refund?	request_refund		left_only
How can receive a physical card	order_physical_card		left_only
Why did I receive an error message saying that my transfer was not possible?	beneficiary_not_allowed		left_only
If I exchange currency frequently, can I get a discounted rate?	exchange_charge		left_only
Can my 19 year old daughter open a savings account at the bank?	age_limit		left_only
If I top up by transfer, am I going to be charged?	top_up_by_bank_transfer_charge		left_only
I would like to make sure it is delivered on a certain date.	card_delivery_estimate		left_only
Will you guys charge me for topping up by transfer?	top_up_by_bank_transfer_charge		left_only
Would I be able to get a second card?	getting_spare_card		left_only
Is there a way to verify a card top-up?	verify_top_up		left_only
How low does the balance have to be before the system updates?	automatic_top_up		left_only
A fee came along with me paying with card	card_payment_fee_charged		left_only
I can't do the verification.	why_verify_identity		left_only
What's the deal with verifying the top-up?	verify_top_up		left_only
I need to transfer money to my account from another bank	transfer_into_account		left_only
What physical locations can I use cash to top up?	top_up_by_cash_or_cheque		left_only
"I'm pretty frustrated about a pound charge that keeps  showing up in my account statement. It's listed in the app as ""pending"", it never changes, and now I'm thinking someone's hacked my account!"	extra_charge_on_statement		left_only
There's a payment showing in the app today even though I have not used my card at all. I want a refund.	direct_debit_payment_not_recognised		left_only
The exchange rate was wrong when I bought something outside the country.	card_payment_wrong_exchange_rate		left_only
I used my card the other day to get cash from an ATM and was charged an extra fee. I don't understand why I am being charged a fee all of a sudden. I thought it was free to withdraw from an ATM?	cash_withdrawal_charge		left_only
My card activation attempt failed.	activate_my_card		left_only
The app shows Direct Debit payments that I didn't make	direct_debit_payment_not_recognised		left_only
How do I deposit my paycheck to this account?	receiving_money		left_only
Can you tell me what currency I can have?	fiat_currency_support		left_only
My phone was stolen yesterday.  What should I do?	lost_or_stolen_phone		left_only
How can I change my name because I just got married?	edit_personal_details		left_only
How can I go about ordering a virtual card?	getting_virtual_card		left_only
Why is my transfer still pending?	pending_transfer		left_only
I made a mistake when making my last transfer, please cancel before it goes thru.	cancel_transfer		left_only
I need to cancel a purchase that I made the other day.	request_refund		left_only
Where can money withdrawals be made?	atm_support		left_only
The expiration of my card is near, how do I order a new card?	card_about_to_expire		left_only
My card doesn't work. I can't get cash out at an ATM	declined_cash_withdrawal		left_only
What is the maximum number of transactions I can make with one card?	disposable_card_limits		left_only
My card has been stolen what do I do?	lost_or_stolen_card		left_only
There was a charge made on my card from a couple weeks ago and I don't remember making the purchase. Nor do I remember the company itself. Can we trace this at all to confirm if I did it or not?	direct_debit_payment_not_recognised		left_only
I noticed that i got charged extra for using the card.	card_payment_fee_charged		left_only
What is the virtual card and how can i get one?	getting_virtual_card		left_only
Can I cash deposit to top up my account	top_up_by_cash_or_cheque		left_only
How and where can I find the identity checks?	verify_my_identity		left_only
My account is devoid of funds. Am I permitted to submit additional money via bank transfer?	transfer_into_account		left_only
How do I get money from friends?	receiving_money		left_only
My card got stuck in an ATM.	card_swallowed		left_only
My card broke.	card_not_working		left_only
I keep getting an error message when I'm trying to transfer funds! Why aren't you accepting that?	beneficiary_not_allowed		left_only
Why have I been charged a fee for transferring money?	transfer_fee_charged		left_only
Can you tell me what countries you operate in?	country_support		left_only
My refund isn't going fast enough.	Refund_not_showing_up		left_only
I was suppose to be getting a refund for something I purchased a while ago, but It still hasnt been applied to my account. When will I get my money back?	Refund_not_showing_up		left_only
Should I expect to be charged for topping up by transfer?	top_up_by_bank_transfer_charge		left_only
I want a refund on the things i bought	request_refund		left_only
Am I able to get this shipped to China?	card_about_to_expire		left_only
Why can't I topup my account?	top_up_failed		left_only
Hi, Could you please help me as someone has stolen my wallet few hours ago. And a withdrawal is made, please help immediately. As i don't want to suffer more.	cash_withdrawal_not_recognised		left_only
I believe that my card has been stolen!	lost_or_stolen_card		left_only
How long does it take for my id to verify?	unable_to_verify_identity		left_only
Could you tell me why my cash withdrawal was declined?	declined_cash_withdrawal		left_only
How long does a funds transfer take from one back to another?	transfer_timing		left_only
I exchange currencies a lot.  Can I get a discount?	exchange_charge		left_only
"I put in a payment a while ago and it has still not cleared and is showing up as ""pending"", how long does it take to clear?"	pending_card_payment		left_only
I need a disposable virtual card, how do I get one?	get_disposable_virtual_card		left_only
why and how soon do I have to have proof of identity to you?	why_verify_identity		left_only
Why is the cash not showing in my account for the check I deposited?	balance_not_updated_after_cheque_or_cash_deposit		left_only
The app says I got cash from an ATM but I didn't	cash_withdrawal_not_recognised		left_only
My card is not working.	card_not_working		left_only
Why is my beneficiary not working?	beneficiary_not_allowed		left_only
Looks like my card payment was cancelled.	reverted_card_payment?		left_only
What'll it charge me for a SEPA transfer?	top_up_by_bank_transfer_charge		left_only
What are my remedies if I think I was charged twice for the same expense?	transaction_charged_twice		left_only
I have been doing some online shopping, but when checking out, it keeps getting declined. I tried a few times and it wouldn't work. What could be wrong?	declined_transfer		left_only
How do I go forth on holding money in multiple currencies?	fiat_currency_support		left_only
What do I do if the ATM took my card?	card_swallowed		left_only
I did not make this card payment.	card_payment_not_recognised		left_only
I took out money and there is a fee.  Why?	cash_withdrawal_charge		left_only
I transferred money, why was charged for an extra fee?	transfer_fee_charged		left_only
There are funds in my app that I did not receive.	cash_withdrawal_not_recognised		left_only
I have a new card. How do I activate it?	activate_my_card		left_only
Now that I live in the US how can I get a card?	country_support		left_only
Explain the activation method for this card	activate_my_card		left_only
Hi, there is a suspicious payment from my card. I definitely do not know who this is or who could have made this payment.	card_payment_not_recognised		left_only
How many cards can I have for one account?	getting_spare_card		left_only
What are the maximum amount you can do for auto top-up?	automatic_top_up		left_only
How many physical cards am I allowed to have?	getting_spare_card		left_only
Is there a location near me that i can change my PIN?	change_pin		left_only
Can I directly deposit my salary to this account?	receiving_money		left_only
What are the charges for receiving money?	top_up_by_bank_transfer_charge		left_only
I've changed my mind on an item.  How do I get a refund?	request_refund		left_only
I have a disposable card, how many transactions can I make?	disposable_card_limits		left_only
I have a trip coming up and want to add money automatically.	automatic_top_up		left_only
can you express my card to me?	card_delivery_estimate		left_only
